Von der Leyen will eine Billion für Klimaschutz aktivieren;https://www.diepresse.com/5719364/Von-der-Leyen-will-eine-Billion-fuer-Klimaschutz-aktivieren?from=rss;Gegenüber China müsse die EU die Sprache der Macht lernen, sagte die EU-Komissionspräsidentin in einer Rede in Berlin. In Sachen Migration glaubt sie an einen Neustart.;2019-11-09T08:40:00;POLITICS
Lask genießt Sternstunde für österreichischen Fußball;https://www.diepresse.com/5718736/Europa-League_Lask-geniesst-Sternstunde-fuer-oesterreichischen?from=rss;Nach dem famosen 4:1-Sieg gegen PSV Eindhoven ist der Aufstieg ins Sechzehntelfinale für die Linzer zum Greifen nah.;2019-11-08T08:38:00;SPORTS
Kontaktloses Zahlen nicht immer deaktivierbar;https://www.diepresse.com/5714995/Kontaktloses-Zahlen-nicht-immer-deaktivierbar?from=rss;Die Arbeiterkammer kritisiert nach einer Untersuchung, dass nur zwei von drei Banken die nachträgliche Deaktivierung der NFC-Funktion ermöglichen.;2019-10-31T11:11:00;TECH
Abschiedsgeschenk für Hoeneß: Bayern schießt Dortmund ab;https://www.diepresse.com/5719510/Deutsche-Liga_Abschiedsgeschenk-fuer-Hoeness_Bayern-schiesst?from=rss;Die Münchner feierten im letzten Spiel der Präsidentschaft von Uli Hoeneß einen klaren 4:0-Sieg.;2019-11-09T19:28:00;SPORTS
Erneut Tränengaseinsatz gegen Demonstranten im Irak;https://www.diepresse.com/5719614/Erneut-Traenengaseinsatz-gegen-Demonstranten-im-Irak?from=rss;Nach Einschätzung von Amnesty International kommen im Irakmitunter lebensgefährliche Granaten zum Einsatz.;2019-11-09T19:07:00;POLITICS
Reiche werden erstmals ärmer - aber trotzdem reicher;https://www.diepresse.com/5718688/Reichtum_Reiche-werden-erstmals-aermer-aber-trotzdem-reicher?from=rss;Geopolitische Spannungen haben auch Spuren im Vermögen der Wohlhabendsten hinterlassen. Überall ging die Anzahl der Milliardäre zurück - außer in Amerika.;2019-11-08T08:12:00;ECONOMY
Brasiliens Ex-Präsident vorzeitig enthaftet;https://www.diepresse.com/5719366/Brasiliens-ExPraesident-vorzeitig-enthaftet?from=rss;Heikles Urteil des Höchstgerichts: Lula da Silva, wegen Korruption 2018 zu fast neun Jahren verurteilt, kann erneut in Berufung gehen.;2019-11-09T16:37:00;  POLITICS
Golf: Schwab lacht in der Türkei weiter von der Spitze;https://www.diepresse.com/5719100/Golf_Schwab-lacht-in-der-Tuerkei-weiter-von-der-Spitze?from=rss;Matthias Schwab behielt bei seinem Europa-Tour-Finalbewerb am zweiten Tag die Führung mit einem Schlag Vorsprung. Bernd Wiesberger liegt an 62. Stelle.;2019-11-08T16:15:00;SPORTS
Hasenhüttl rutscht mit Southampton tiefer in die Krise;https://www.diepresse.com/5719633/Premier-League_Hasenhuettl-rutscht-mit-Southampton-tiefer-in-die-Krise?from=rss;Das 1:2 gegen Everton war die bereits vierte Niederlage in Folge. Im Moment sind wir nicht gut genug, so das Fazit von Ralph Hasenhüttl.;2019-11-09T19:09:00;SPORTS
Rapids Frustbewältigung in Altach;https://www.diepresse.com/5719582/Bundesliga_Rapids-Frustbewaeltigung-in-Altach?from=rss;Die Hütteldorfer leisteten Wiedergutmachung für den jüngsten Umfaller, feierten mit 3:0 einen seltenen Sieg im Ländle. Auch St. Pölten und Sturm Graz jubelten.;2019-11-09T17:52:00;SPORTS
Bentley: Orkan auf der Landstraße;https://www.diepresse.com/5718527/Neuvorstellung_Bentley_Orkan-auf-der-Landstrasse?from=rss;Auch bei Bentley ist Sparen angesagt  beim Verbrauch der Fahrzeuge wie bei deren Produktion. Es sollten Besitzer des neuen Flying Spur dennoch keine Not leiden.;2019-11-07T17:37:00;LIFESTYLE
Holzmann muss auf Büroleiterin verzichten;https://www.diepresse.com/5718539/Holzmann-muss-auf-Bueroleiterin-verzichten?from=rss;Der OeNB-Chef übernimmt den Büroleiter seines Vorgängers.;2019-11-07T17:37:00;ECONOMY
Michael Mic Hirschbrich: Die Zeit des Luxus wird kommen [premium];https://www.diepresse.com/5718556/Interview_Michael-Mic-Hirschbrich_Die-Zeit-des-Luxus-wird-kommen?from=rss;Big Data war erst der Anfang. Künstliche Intelligenz wird der Welt neuen Reichtum bringen, sagt Tech-Pionier Michael Hirschbrich.;2019-11-08T07:03:00;ECONOMY
Harte Bodenlandung für den WAC;https://www.diepresse.com/5718638/Europa-League_Harte-Bodenlandung-fuer-den-WAC?from=rss;Die Wolfsberger unterlagen Istanbul Başakşehir in Unterzahl 0:3. Für den Aufstieg bedarf es nun schon einer Gewaltleistung.;2019-11-07T22:02:00;SPORTS
Diskuswurf fliegt aus Diamond League: Frechheit des Weltverbandes [premium];https://www.diepresse.com/5718362/Leichtathletik_Diskuswurf-fliegt-aus-Diamond-League_Frechheit-des?from=rss;Diskuswurf, Hindernislauf und 200-m-Sprint gelten als unpopulär, der Weltverband Iaaf strich sie daher aus der Diamond League. ÖLV-Sportdirektor Trainer Gregor Högler muss umdenken.;2019-11-07T14:25:00;SPORTS
Großtransporter: Neue Motoren und bessere Vernetzung im Transit-Bereich;https://www.diepresse.com/5691336/Grosstransporter_Neue-Motoren-und-bessere-Vernetzung-im?from=rss;Insgesamt in über 450 Varianten: die Vielseitigkeit des Nutzfahrzeug-Klassikers von Ford.;2019-09-17T17:55:00;LIFESTYLE
Mindestens drei Tote durch Buschfeuer in Australien;https://www.diepresse.com/5719375/Mindestens-drei-Tote-durch-Buschfeuer-in-Australien?from=rss;Hundert Häuser wurden durch Flammen im Osten Australiens zerstört, zumindest 30 Menschen verletzt.;2019-11-09T09:12:00;POLITICS
Mikl-Leitner schließt Türkis-Blau nicht ganz aus;https://www.diepresse.com/5719435/Koalitionsverhandlungen_MiklLeitner-schliesst-TuerkisBlau-nicht?from=rss;Sollte es zu keinem Ergebnis nach den Sondierungsgesprächen geben, müsse man auch eine neuerliche ÖVP-FPÖ-Koalition offen lassen, sagte die niederösterreichische Landeshauptfrau.;2019-11-09T12:00:00;POLITICS
Twitter stoppt Werbung mit politischen Inhalten;https://www.diepresse.com/5714764/Praesidentenwahl_Twitter-stoppt-Werbung-mit-politischen-Inhalten?from=rss;Twitter verbreitet weltweit keine politischen Inhalte mehr als Werbung. Wir glauben, dass Reichweite für politische Botschaften verdient werden muss, statt erkauft zu werden.;2019-10-30T21:08:00;TECH
77.768 Zuschauer in Wembley: Rekord für Frauen-Spiel knapp verpasst;https://www.diepresse.com/5719628/Grosse-Kulisse_77768-Zuschauer-in-Wembley_Rekord-fuer-FrauenSpiel?from=rss;Die europäische Bestmarke vom Olympia-Finale 2012 bleibt somit bestehen. Die Fans, die dem nasskalten Wetter trotzen, sahen einen 2:1-Sieg der DFB-Frauen.;2019-11-09T19:44:00;SPORTS
US-Klinik überträgt Gehirn-OP live auf Facebook;https://www.diepresse.com/5714901/Facebook-Live_USKlinik-uebertraegt-GehirnOP-live-auf-Facebook?from=rss;Die 25-jährige Patientin war während des Eingriffs bei Bewusstsein.;2019-10-31T09:51:00;TECH
Als die Mauer in Little Berlin fiel [premium];https://www.diepresse.com/5719059/30-Jahre-Mauerfall_Als-die-Mauer-in-Little-Berlin-fiel?from=rss;Auch durch den 50-Einwohner-Ort Mödlareuth zog sich ein Betonwall. Er stürzte erst mit Verspätung ein. Vom DDR-Irrsinn in einem kleinen Dorf.;2019-11-09T08:05:00;POLITICS
Pfister-Verkauf an XXXLutz sorgt in Schweiz für Aufregung;https://www.diepresse.com/5718706/PfisterVerkauf-an-XXXLutz-sorgt-in-Schweiz-fuer-Aufregung?from=rss;Es gebe Irritationen um die Änderung des Stiftungszwecks der Pfister-Holding im Juni, berichten Medien. Das dazu erstellte Gutachten bleibt unter Verschluss.;2019-11-08T07:54:00;ECONOMY
